===============================================================================
Id,sh603709_中源家居,len,datetime,open,high,low,close,volume,openinterest,change_percent,turnover_rate,stock_strategy_ranking,sz300364_中文在线,len,datetime,open,high,low,close,volume,openinterest,change_percent,turnover_rate,stock_strategy_ranking,sz300981_中红医疗,len,datetime,open,high,low,close,volume,openinterest,change_percent,turnover_rate,stock_strategy_ranking,sz300659_中孚信息,len,datetime,open,high,low,close,volume,openinterest,change_percent,turnover_rate,stock_strategy_ranking,sh601988_中国银行,len,datetime,open,high,low,close,volume,openinterest,change_percent,turnover_rate,stock_strategy_ranking,stockStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,sh603709_中源家居,sz300364_中文在线,sz300981_中红医疗,sz300659_中孚信息,sh601988_中国银行
1,sh603709_中源家居,1,2022-11-01 00:00:00,15.12,15.29,15.08,15.29,3157.0,,1.46,0.39,1.0,sz300364_中文在线,1,2022-11-01 00:00:00,7.31,7.57,7.31,7.56,265926.0,,2.16,4.09,2.0,sz300981_中红医疗,1,2022-11-01 00:00:00,18.68,19.39,18.61,19.36,25858.0,,3.64,2.74,4.0,sz300659_中孚信息,1,2022-11-01 00:00:00,26.45,27.88,24.6,27.16,198585.0,,10.72,12.93,5.0,sh601988_中国银行,1,2022-11-01 00:00:00,3.01,3.03,3.0,3.02,1917923.0,,0.33,0.09,3.0,stockStrategy,1,738460.0,Broker,1,100000.0,100000.0,BuySell,1,,,BuySell,1,,,BuySell,1,,,BuySell,1,,,BuySell,1,,,DataTrades,1,,,,,
2,sh603709_中源家居,2,2022-11-02 00:00:00,15.27,15.59,15.11,15.59,6219.0,,1.96,0.78,1.0,sz300364_中文在线,2,2022-11-02 00:00:00,8.25,8.78,7.92,7.94,744902.0,,5.03,11.46,2.0,sz300981_中红医疗,2,2022-11-02 00:00:00,19.2,20.45,19.14,20.09,35709.0,,3.77,3.78,3.0,sz300659_中孚信息,2,2022-11-02 00:00:00,26.62,26.79,25.24,26.0,145755.0,,-4.27,9.49,2.0,sh601988_中国银行,2,2022-11-02 00:00:00,3.01,3.01,2.99,3.0,1367968.0,,-0.66,0.06,2.0,stockStrategy,2,738461.0,Broker,2,50570.877315058,99573.05731505802,BuySell,2,14.88335,,BuySell,2,7.8012,,BuySell,2,,,BuySell,2,,,BuySell,2,2.9451500000000004,,DataTrades,2,,,,,
3,sh603709_中源家居,3,2022-11-03 00:00:00,15.62,15.67,15.32,15.51,4903.0,,-0.51,0.61,1.0,sz300364_中文在线,3,2022-11-03 00:00:00,7.92,8.17,7.6,7.91,480441.0,,-0.38,7.39,2.0,sz300981_中红医疗,3,2022-11-03 00:00:00,19.8,20.16,19.68,19.8,21421.0,,-1.44,2.27,3.0,sz300659_中孚信息,3,2022-11-03 00:00:00,25.5,25.67,24.27,24.4,115924.0,,-6.15,7.55,2.0,sh601988_中国银行,3,2022-11-03 00:00:00,3.0,3.02,2.99,3.01,873946.0,,0.33,0.04,2.0,stockStrategy,3,738462.0,Broker,3,68039.22004431799,98673.42004431799,BuySell,3,,15.90505,BuySell,3,,8.292549999999999,BuySell,3,19.3848,,BuySell,3,23.90595,,BuySell,3,,3.0652999999999997,DataTrades,3,249.44275800000085,-721.1857000000012,,,0.0
4,sh603709_中源家居,4,2022-11-04 00:00:00,15.46,15.58,15.42,15.52,6099.0,,0.06,0.76,1.0,sz300364_中文在线,4,2022-11-04 00:00:00,7.82,8.22,7.8,8.01,414552.0,,1.26,6.38,4.0,sz300981_中红医疗,4,2022-11-04 00:00:00,19.71,20.08,19.63,19.9,23275.0,,0.51,2.46,5.0,sz300659_中孚信息,4,2022-11-04 00:00:00,24.5,24.89,23.92,24.32,80442.0,,-0.33,5.24,2.0,sh601988_中国银行,4,2022-11-04 00:00:00,3.01,3.04,3.01,3.04,1106391.0,,1.0,0.05,3.0,stockStrategy,4,738463.0,Broker,4,51479.433966200995,99188.023966201,BuySell,4,15.188699999999999,,BuySell,4,7.683,,BuySell,4,,20.381199999999996,BuySell,4,,25.26335,BuySell,4,2.9648499999999998,,DataTrades,4,,,77.72985999999858,-723.7205999999994,
5,sh603709_中源家居,5,2022-11-07 00:00:00,15.51,15.8,15.45,15.73,6371.0,,1.35,0.8,1.0,sz300364_中文在线,5,2022-11-07 00:00:00,7.96,9.61,7.96,9.61,928883.0,,19.98,14.29,5.0,sz300981_中红医疗,5,2022-11-07 00:00:00,20.03,20.18,19.77,19.9,20000.0,,0.0,2.12,4.0,sz300659_中孚信息,5,2022-11-07 00:00:00,24.49,25.45,24.1,24.26,68719.0,,-0.25,4.47,2.0,sh601988_中国银行,5,2022-11-07 00:00:00,3.04,3.04,3.03,3.04,731082.0,,0.0,0.03,3.0,stockStrategy,5,738466.0,Broker,5,86506.31982145298,102323.83982145299,BuySell,5,,16.037,BuySell,5,,9.75415,BuySell,5,,,BuySell,5,23.738500000000002,,BuySell,5,,3.0856,DataTrades,5,273.0177180000002,3569.489909999998,,,155.7712550000019
6,sh603709_中源家居,6,2022-11-08 00:00:00,15.76,15.8,15.57,15.75,3919.0,,0.13,0.49,1.0,sz300364_中文在线,6,2022-11-08 00:00:00,9.51,10.29,9.23,9.81,1305730.0,,2.08,20.09,5.0,sz300981_中红医疗,6,2022-11-08 00:00:00,19.99,19.99,19.66,19.87,15957.0,,-0.15,1.69,4.0,sz300659_中孚信息,6,2022-11-08 00:00:00,24.2,24.59,23.36,24.54,76632.0,,1.15,4.99,2.0,sh601988_中国银行,6,2022-11-08 00:00:00,3.04,3.04,3.02,3.04,1062047.0,,0.0,0.05,3.0,stockStrategy,6,738467.0,Broker,6,69679.19818241299,102429.598182413,BuySell,6,15.33645,,BuySell,6,,,BuySell,6,,,BuySell,6,,24.958849999999998,BuySell,6,2.9747,,DataTrades,6,,,,31.003252000001382,
7,sh603709_中源家居,7,2022-11-09 00:00:00,15.83,16.2,15.75,15.81,5064.0,,0.38,0.63,1.0,sz300364_中文在线,7,2022-11-09 00:00:00,9.5,10.04,9.26,9.52,789589.0,,-2.96,12.15,5.0,sz300981_中红医疗,7,2022-11-09 00:00:00,19.88,20.2,19.76,20.11,24316.0,,1.21,2.57,4.0,sz300659_中孚信息,7,2022-11-09 00:00:00,24.31,24.38,22.91,23.28,71682.0,,-5.13,4.67,2.0,sh601988_中国银行,7,2022-11-09 00:00:00,3.03,3.04,3.03,3.04,547288.0,,0.0,0.03,3.0,stockStrategy,7,738468.0,Broker,7,86193.76471393599,101721.52471393599,BuySell,7,,16.442999999999998,BuySell,7,,,BuySell,7,,,BuySell,7,22.56635,,BuySell,7,,3.0856,DataTrades,7,50.360960000000716,,,,0.0
8,sh603709_中源家居,8,2022-11-10 00:00:00,15.75,16.29,15.7,16.13,8860.0,,2.02,1.11,1.0,sz300364_中文在线,8,2022-11-10 00:00:00,9.48,11.23,9.4,10.78,1315192.0,,13.24,20.23,5.0,sz300981_中红医疗,8,2022-11-10 00:00:00,20.03,20.54,19.93,20.16,31035.0,,0.25,3.28,4.0,sz300659_中孚信息,8,2022-11-10 00:00:00,23.09,24.19,23.09,23.25,58040.0,,-0.13,3.78,2.0,sh601988_中国银行,8,2022-11-10 00:00:00,3.03,3.05,3.01,3.05,1453831.0,,0.33,0.07,3.0,stockStrategy,8,738469.0,Broker,8,69208.48699730201,102132.90699730201,BuySell,8,15.4645,,BuySell,8,,,BuySell,8,,,BuySell,8,,24.55285,BuySell,8,2.9648499999999998,,DataTrades,8,,,,-708.6414770000001,
